,Order ID,Order Date,Ship Date,Customer Name,Country,City,State,Category,Product Name,Sales,Quantity,Profit
629,CA-2012-122287,18-06-2012,23-06-2012,Skye Norling,USA,Peoria,Arizona,Furnishings,Flat Face Poster Frame,75.36,5.0,20.72
630,CA-2012-104493,02-10-2012,08-10-2012,Ed Braxton,USA,San Diego,California,Binders,GBC Personal VeloBind Strips,57.5,6.0,20.13
631,CA-2011-106439,31-10-2011,04-11-2011,Greg Guthrie,USA,Los Angeles,California,Fasteners,Staples,11.34,3.0,5.22
632,CA-2011-106439,31-10-2011,04-11-2011,Greg Guthrie,USA,Los Angeles,California,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.3,5.0,20.88
633,CA-2011-106439,31-10-2011,04-11-2011,Greg Guthrie,USA,Los Angeles,California,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.97,2.0,5.39
634,CA-2011-106439,31-10-2011,04-11-2011,Greg Guthrie,USA,Los Angeles,California,Paper,Xerox 1952,64.74,13.0,30.43
635,CA-2011-106439,31-10-2011,04-11-2011,Greg Guthrie,USA,Los Angeles,California,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.3,3.0,6.03
636,CA-2011-106439,31-10-2011,04-11-2011,Greg Guthrie,USA,Los Angeles,California,Storage,Tennsco Regal Shelving Units,405.64,4.0,12.17
637,CA-2011-106439,31-10-2011,04-11-2011,Greg Guthrie,USA,Los Angeles,California,Chairs,Novimex Fabric Task Chair,146.35,3.0,-9.15
638,CA-2011-106439,31-10-2011,04-11-2011,Greg Guthrie,USA,Los Angeles,California,Accessories,Maxell LTO Ultrium - 800 GB,251.91,9.0,47.86
639,CA-2011-106439,31-10-2011,04-11-2011,Greg Guthrie,USA,Los Angeles,California,Art,Newell 325,12.39,3.0,3.72
640,CA-2012-133452,13-04-2012,19-04-2012,Zuschuss Carroll,USA,Pomona,California,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,4.0,69.99
641,CA-2012-133452,13-04-2012,19-04-2012,Zuschuss Carroll,USA,Pomona,California,Tables,Hon 94000 Series Round Tables,710.83,3.0,-97.74
642,US-2014-110996,21-11-2014,26-11-2014,Kelly Andreada,USA,Ontario,California,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5.0,-46.14
643,CA-2013-129693,27-11-2013,03-12-2013,Tamara Chand,USA,Seattle,Washington,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.31,2.0,2.56
644,CA-2014-122504,08-11-2014,13-11-2014,Deborah Brumfield,USA,Brentwood,California,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3.0,13.79
645,CA-2014-122504,08-11-2014,13-11-2014,Deborah Brumfield,USA,Brentwood,California,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.54,7.0,66.64
646,CA-2011-131051,01-12-2011,05-12-2011,Toby Ritter,USA,San Francisco,California,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,3.0,28.52
647,CA-2012-120103,24-12-2012,29-12-2012,Maribeth Schnelling,USA,Phoenix,Arizona,Paper,Computer Printout Paper with Letter-Trim Perforations,106.23,7.0,37.18
648,CA-2012-120103,24-12-2012,29-12-2012,Maribeth Schnelling,USA,Phoenix,Arizona,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.98,2.0,11.2
649,CA-2012-120103,24-12-2012,29-12-2012,Maribeth Schnelling,USA,Phoenix,Arizona,Furnishings,Magna Visual Magnetic Picture Hangers,7.71,2.0,1.74
650,CA-2014-104647,24-02-2014,02-03-2014,Clytie Kelty,USA,Los Angeles,California,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",37.44,6.0,16.85
651,CA-2012-139290,26-10-2012,30-10-2012,Maribeth Yedwab,USA,Rancho Cucamonga,California,Labels,Avery 507,5.76,2.0,2.65
652,CA-2012-149678,13-04-2012,15-04-2012,Anthony Witt,USA,Farmington,New Mexico,Supplies,Martin-Yale Premier Letter Opener,12.88,1.0,0.39
653,CA-2014-124401,08-09-2014,13-09-2014,Ruben Dartt,USA,Portland,Oregon,Storage,Hanging Personal Folder File,37.68,3.0,2.36
654,CA-2014-124401,08-09-2014,13-09-2014,Ruben Dartt,USA,Portland,Oregon,Accessories,Logitech Wireless Marathon Mouse M705,279.94,7.0,80.48
655,US-2011-140116,10-03-2011,17-03-2011,Kean Thornton,USA,Denver,Colorado,Storage,Tennsco 6- and 18-Compartment Lockers,636.41,3.0,-15.91
656,US-2011-140116,10-03-2011,17-03-2011,Kean Thornton,USA,Denver,Colorado,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",83.17,4.0,9.36
657,CA-2011-123295,18-07-2011,18-07-2011,Adrian Hane,USA,Tucson,Arizona,Chairs,Office Star - Ergonomically Designed Knee Chair,259.14,4.0,-25.91
658,CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,USA,Redlands,California,Paper,Xerox 191,19.98,1.0,9.39
659,CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,USA,Redlands,California,Binders,GBC DocuBind P100 Manual Binding Machine,398.35,3.0,124.49
660,CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,USA,Redlands,California,Art,Newell 308,5.04,3.0,1.26
661,CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,USA,Redlands,California,Fasteners,OIC Bulk Pack Metal Binder Clips,17.45,5.0,8.03
662,CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,USA,Redlands,California,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.14,4.0,20.2
663,CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,USA,Redlands,California,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3.0,8.02
664,CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,USA,Redlands,California,Phones,Polycom SoundStation2 EX Conference phone,1295.84,4.0,145.78
665,CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,USA,Redlands,California,Storage,Mobile Personal File Cube,46.84,2.0,12.65
666,CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,USA,Redlands,California,Bookcases,DMI Eclipse Executive Suite Bookcases,425.83,1.0,20.04
667,CA-2013-130267,20-09-2013,24-09-2013,Scot Wooten,USA,Stockton,California,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88,7.0,73.54
668,CA-2014-155460,14-04-2014,16-04-2014,Rob Williams,USA,Seattle,Washington,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1.0,2.38
669,CA-2014-155460,14-04-2014,16-04-2014,Rob Williams,USA,Seattle,Washington,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5.0,302.37
670,CA-2014-158246,10-11-2014,12-11-2014,Jennifer Braxton,USA,Sunnyvale,California,Chairs,"Global Leather Task Chair, Black",215.98,3.0,-2.7
671,CA-2011-141607,12-12-2011,17-12-2011,William Brown,USA,Concord,California,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1.0,4.33
672,CA-2013-111115,26-07-2013,28-07-2013,Larry Blacks,USA,Los Angeles,California,Fasteners,OIC Binder Clips,21.48,6.0,10.74
673,CA-2013-101938,07-01-2013,12-01-2013,Dianna Wilson,USA,Oakland,California,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1.0,10.03
674,CA-2014-166296,14-03-2014,20-03-2014,Karen Ferguson,USA,Manteca,California,Paper,Multicolor Computer Printout Paper,314.55,3.0,150.98
675,CA-2011-152296,01-08-2011,03-08-2011,Ivan Liston,USA,San Francisco,California,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.75,3.0,6.91
676,CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,USA,Salt Lake City,Utah,Paper,Xerox 1982,45.68,2.0,21.01
677,CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,USA,Salt Lake City,Utah,Paper,Xerox 1986,60.12,9.0,28.86
678,CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,USA,Salt Lake City,Utah,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5.0,13.04
679,CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,USA,Salt Lake City,Utah,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,8.0,32.94
680,CA-2014-124576,02-08-2014,05-08-2014,Heather Kirkland,USA,Salinas,California,Binders,GBC Prestige Therm-A-Bind Covers,54.9,2.0,18.53
681,CA-2013-118913,26-06-2013,30-06-2013,Alan Shonely,USA,Los Angeles,California,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,3.0,17.03
682,CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,USA,Seattle,Washington,Binders,GBC DocuBind P50 Personal Binding Machine,153.55,3.0,51.82
683,CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,USA,Seattle,Washington,Appliances,Holmes HEPA Air Purifier,65.34,3.0,22.87
684,CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,USA,Seattle,Washington,Paper,Xerox 1988,123.92,4.0,55.76
685,CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,USA,Seattle,Washington,Appliances,Harmony HEPA Quiet Air Purifiers,35.1,3.0,12.29
686,CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,USA,Seattle,Washington,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5.0,8.5
687,CA-2012-138002,06-09-2012,12-09-2012,Beth Thompson,USA,Seattle,Washington,Binders,Acco Hanging Data Binders,6.1,2.0,2.13
688,CA-2012-138002,06-09-2012,12-09-2012,Beth Thompson,USA,Seattle,Washington,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3.0,74.81
689,CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,USA,San Jose,California,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,1.0,0.5
690,CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,USA,San Jose,California,Binders,Storex Dura Pro Binders,61.78,13.0,20.85
691,CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,USA,San Jose,California,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2.0,60.49
692,CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,USA,San Jose,California,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.61,4.0,9.5
693,CA-2014-130841,29-07-2014,02-08-2014,Matt Hagelstein,USA,San Francisco,California,Binders,Zipper Ring Binder Pockets,9.98,4.0,3.62
694,CA-2014-130841,29-07-2014,02-08-2014,Matt Hagelstein,USA,San Francisco,California,Storage,Super Decoflex Portable Personal File,14.98,1.0,4.19
695,CA-2014-130841,29-07-2014,02-08-2014,Matt Hagelstein,USA,San Francisco,California,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,4.0,100.24
696,CA-2013-106383,20-03-2013,22-03-2013,Bobby Trafton,USA,Littleton,Colorado,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.29,1.0,-98.8
697,CA-2011-128055,31-03-2011,05-04-2011,Alex Avila,USA,San Francisco,California,Binders,GBC DocuBind 200 Manual Binding Machine,673.57,2.0,252.59
698,CA-2011-128055,31-03-2011,05-04-2011,Alex Avila,USA,San Francisco,California,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2.0,14.83
699,CA-2012-123232,14-12-2012,16-12-2012,Doug Jacobs,USA,Portland,Oregon,Phones,HTC One,319.97,4.0,36.0
700,CA-2013-122322,16-07-2013,22-07-2013,Rick Huthwaite,USA,Provo,Utah,Supplies,Fiskars Home & Office Scissors,44.4,5.0,12.43
701,CA-2013-146633,16-11-2013,18-11-2013,Toby Gnade,USA,Los Angeles,California,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.79,1.0,381.3
702,CA-2013-146633,16-11-2013,18-11-2013,Toby Gnade,USA,Los Angeles,California,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.14,7.0,13.35
703,CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,USA,Pasadena,California,Storage,Eldon Portable Mobile Manager,56.56,2.0,15.27
704,CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,USA,Pasadena,California,Art,Newell 344,5.56,2.0,1.45
705,CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,USA,Pasadena,California,Fasteners,Advantus T-Pin Paper Clips,9.02,2.0,3.52
706,CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,USA,Pasadena,California,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1.0,2.24
707,CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,USA,Pasadena,California,Phones,Mitel MiVoice 5330e IP Phone,659.98,3.0,49.5
708,CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,USA,Los Angeles,California,Paper,Xerox 1959,13.36,2.0,6.41
709,CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,USA,Los Angeles,California,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5.0,13.04
710,CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,USA,Los Angeles,California,Binders,Avery Durable Binders,11.52,5.0,4.18
711,CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,USA,Los Angeles,California,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6.0,157.02
712,CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,USA,Los Angeles,California,Paper,Xerox 22,19.44,3.0,9.33
713,CA-2013-117849,16-04-2013,18-04-2013,Julie Kriz,USA,San Diego,California,Paper,Xerox 1911,143.7,3.0,68.98
714,CA-2012-169201,28-09-2012,01-10-2012,Henry Goldwyn,USA,San Francisco,California,Appliances,Holmes Odor Grabber,43.26,3.0,14.28
715,CA-2012-169201,28-09-2012,01-10-2012,Henry Goldwyn,USA,San Francisco,California,Appliances,Holmes HEPA Air Purifier,43.56,2.0,15.25
716,CA-2014-105214,17-06-2014,20-06-2014,Troy Staebel,USA,San Francisco,California,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7.0,90.97
717,CA-2014-105214,17-06-2014,20-06-2014,Troy Staebel,USA,San Francisco,California,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2.0,8.71
718,CA-2012-117611,08-11-2012,10-11-2012,Maria Zettner,USA,San Diego,California,Fasteners,Advantus Plastic Paper Clips,5.0,1.0,2.4
719,CA-2012-117611,08-11-2012,10-11-2012,Maria Zettner,USA,San Diego,California,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3.0,66.95
720,CA-2014-137470,18-09-2014,18-09-2014,Tom Prescott,USA,Seattle,Washington,Paper,Xerox 1984,12.96,2.0,6.35
721,CA-2012-102036,21-09-2012,27-09-2012,Chad Sievert,USA,Seattle,Washington,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,6.0,47.94
722,CA-2012-142944,06-03-2012,11-03-2012,John Lucas,USA,San Francisco,California,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7.0,95.76
723,CA-2012-142944,06-03-2012,11-03-2012,John Lucas,USA,San Francisco,California,Copiers,Canon PC1060 Personal Laser Copier,1119.98,2.0,377.99
724,CA-2011-157882,03-10-2011,08-10-2011,Allen Rosenblatt,USA,Los Angeles,California,Tables,Bevis Round Conference Room Tables and Bases,143.43,1.0,3.59
725,CA-2011-157882,03-10-2011,08-10-2011,Allen Rosenblatt,USA,Los Angeles,California,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3.0,13.76
726,CA-2014-142622,31-10-2014,03-11-2014,Jim Karlsson,USA,Seattle,Washington,Chairs,Novimex Fabric Task Chair,97.57,2.0,-6.1
727,CA-2014-142622,31-10-2014,03-11-2014,Jim Karlsson,USA,Seattle,Washington,Chairs,Global Super Steno Chair,614.27,8.0,-23.04
728,CA-2014-142622,31-10-2014,03-11-2014,Jim Karlsson,USA,Seattle,Washington,Bookcases,Bestar Classic Bookcase,199.98,2.0,38.0
729,CA-2014-143343,11-06-2014,14-06-2014,Ben Wallace,USA,Los Angeles,California,Art,Newell 351,16.4,5.0,4.76
730,CA-2014-115154,09-01-2014,12-01-2014,Ricardo Sperren,USA,Seattle,Washington,Tables,Balt Solid Wood Round Tables,892.98,2.0,80.37
731,US-2014-120418,12-06-2014,13-06-2014,Becky Castell,USA,Peoria,Arizona,Chairs,Global Leather Executive Chair,280.79,1.0,35.1
732,US-2014-120418,12-06-2014,13-06-2014,Becky Castell,USA,Peoria,Arizona,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.45,4.0,7.7
733,US-2014-120418,12-06-2014,13-06-2014,Becky Castell,USA,Peoria,Arizona,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5.0,6.6
734,US-2014-120418,12-06-2014,13-06-2014,Becky Castell,USA,Peoria,Arizona,Art,Newell 319,15.87,1.0,1.98
735,US-2014-120418,12-06-2014,13-06-2014,Becky Castell,USA,Peoria,Arizona,Storage,Fellowes Officeware Wire Shelving,215.59,3.0,-48.51
736,CA-2014-165491,21-03-2014,25-03-2014,Helen Wasserman,USA,Seattle,Washington,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,265.93,7.0,63.82
737,CA-2014-138422,24-09-2014,27-09-2014,Kristina Nunn,USA,Fort Collins,Colorado,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.35,3.0,5.2
738,CA-2013-155187,25-09-2013,27-09-2013,Laura Armstrong,USA,Los Angeles,California,Storage,"Tennsco Lockers, Gray",41.96,2.0,2.94
739,CA-2013-155187,25-09-2013,27-09-2013,Laura Armstrong,USA,Los Angeles,California,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.7,5.0,20.85
740,CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,USA,Los Angeles,California,Binders,Staples,9.02,6.0,3.16
741,CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,USA,Los Angeles,California,Binders,Satellite Sectional Post Binders,69.46,2.0,22.57
742,CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,USA,Los Angeles,California,Paper,"Wirebound Message Book, 4 per Page",10.86,2.0,5.32
743,CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,USA,Los Angeles,California,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3.0,22.25
744,CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,USA,Los Angeles,California,Art,Prang Dustless Chalk Sticks,10.08,6.0,5.04
745,CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,USA,San Francisco,California,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.83,7.0,200.95
746,CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,USA,San Francisco,California,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5.0,46.32
747,CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,USA,San Francisco,California,Accessories,Memorex Micro Travel Drive 32 GB,36.51,1.0,15.7
748,CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,USA,San Francisco,California,Machines,Lexmark S315 Color Inkjet Printer,239.98,3.0,80.99
749,CA-2011-102295,24-11-2011,26-11-2011,Erica Hackney,USA,Sacramento,California,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.71,1.0,-18.11
750,CA-2012-148628,06-12-2012,11-12-2012,Katherine Murray,USA,Thousand Oaks,California,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5.0,15.07
751,US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,USA,Fresno,California,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,4.0,45.77
752,US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,USA,Fresno,California,Art,Staples,16.02,9.0,4.49
753,US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,USA,Fresno,California,Binders,Avery Arch Ring Binders,185.92,4.0,62.75
754,US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,USA,Fresno,California,Phones,Clearsounds A400,211.17,4.0,15.84
755,US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,USA,Fresno,California,Copiers,Hewlett Packard 310 Color Digital Copier,479.98,2.0,60.0
756,CA-2012-145065,12-12-2012,15-12-2012,Dennis Kane,USA,San Diego,California,Fasteners,Staples,7.86,2.0,3.62
757,CA-2012-145065,12-12-2012,15-12-2012,Dennis Kane,USA,San Diego,California,Binders,Recycled Premium Regency Composition Covers,24.45,2.0,8.86
758,CA-2014-169264,15-08-2014,17-08-2014,Nora Preis,USA,San Francisco,California,Labels,Avery File Folder Labels,5.76,2.0,2.82
759,CA-2014-169264,15-08-2014,17-08-2014,Nora Preis,USA,San Francisco,California,Art,Newell 318,16.68,6.0,4.34
760,CA-2014-108574,08-10-2014,12-10-2014,Mike Gockenbach,USA,Los Angeles,California,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,9.0,200.86
761,CA-2014-108574,08-10-2014,12-10-2014,Mike Gockenbach,USA,Los Angeles,California,Phones,Motorola HK250 Universal Bluetooth Headset,128.74,7.0,-28.97
762,CA-2014-108574,08-10-2014,12-10-2014,Mike Gockenbach,USA,Los Angeles,California,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10.0,26.97
763,CA-2014-144589,21-01-2014,26-01-2014,Tamara Manning,USA,San Francisco,California,Art,Staples,24.2,5.0,7.99
764,CA-2014-144589,21-01-2014,26-01-2014,Tamara Manning,USA,San Francisco,California,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.98,3.0,130.49
765,CA-2014-155985,24-03-2014,26-03-2014,Bill Eplett,USA,San Francisco,California,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,8.0,76.26
766,CA-2012-142041,07-06-2012,09-06-2012,Eleni McCrary,USA,Los Angeles,California,Binders,Staples,7.52,5.0,2.63
767,CA-2011-151295,12-11-2011,16-11-2011,Joseph Airdo,USA,Los Angeles,California,Paper,Xerox 1974,11.96,2.0,5.86
768,CA-2011-151295,12-11-2011,16-11-2011,Joseph Airdo,USA,Los Angeles,California,Tables,Bevis Boat-Shaped Conference Table,629.06,3.0,31.45
769,CA-2014-168655,13-10-2014,19-10-2014,Michelle Lonsdale,USA,Albuquerque,New Mexico,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,5.0,95.2
770,CA-2014-168655,13-10-2014,19-10-2014,Michelle Lonsdale,USA,Albuquerque,New Mexico,Binders,GBC Twin Loop Wire Binding Elements,79.87,3.0,29.95
771,CA-2013-107202,22-05-2013,29-05-2013,Linda Cazamias,USA,Sparks,Nevada,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,10.0,179.73
772,CA-2014-159597,10-11-2014,15-11-2014,Matt Collister,USA,Coachella,California,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2.0,3.18
773,CA-2014-159597,10-11-2014,15-11-2014,Matt Collister,USA,Coachella,California,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,1.0,44.0
774,CA-2014-100748,14-05-2014,21-05-2014,Ross Baird,USA,San Francisco,California,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48,8.0,27.49
775,CA-2014-129805,29-12-2014,03-01-2015,Harry Marie,USA,Seattle,Washington,Furnishings,3M Hangers With Command Adhesive,7.4,2.0,3.03
776,CA-2014-140053,04-07-2014,11-07-2014,Christina Anderson,USA,Farmington,New Mexico,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9.0,114.63
777,CA-2011-164210,18-11-2011,20-11-2011,Pierre Wener,USA,Louisville,Colorado,Tables,Bevis Rectangular Conference Tables,145.98,2.0,-99.27
778,CA-2011-164210,18-11-2011,20-11-2011,Pierre Wener,USA,Louisville,Colorado,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.81,4.0,12.53
779,CA-2012-100573,25-09-2012,01-10-2012,Anne McFarland,USA,Los Angeles,California,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2.0,8.22
780,CA-2013-140207,06-11-2013,11-11-2013,Christopher Schild,USA,San Jose,California,Binders,Cardinal Holdit Data Disk Pockets,29.12,5.0,9.83
781,CA-2012-142419,11-07-2012,13-07-2012,Shahid Collister,USA,Seattle,Washington,Paper,Xerox 1896,29.97,3.0,13.49
782,CA-2012-142419,11-07-2012,13-07-2012,Shahid Collister,USA,Seattle,Washington,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.35,3.0,34.42
783,CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,USA,Los Angeles,California,Chairs,Global Deluxe High-Back Office Chair in Storm,217.58,2.0,-29.92
784,CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,USA,Los Angeles,California,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5.0,29.03
785,CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,USA,Los Angeles,California,Labels,Avery 50,87.71,7.0,41.22
786,CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,USA,Los Angeles,California,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4.0,429.58
787,CA-2014-102750,05-09-2014,09-09-2014,Greg Maxwell,USA,Los Angeles,California,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.35,3.0,-99.18
788,CA-2014-147956,25-12-2014,01-01-2015,Alan Hwang,USA,Seattle,Washington,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,6.0,0.0
789,CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,USA,Seattle,Washington,Phones,Anker 24W Portable Micro USB Car Charger,35.17,4.0,11.43
790,CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,USA,Seattle,Washington,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,5.0,250.31
791,CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,USA,Seattle,Washington,Binders,GBC Standard Therm-A-Bind Covers,99.68,5.0,32.4
792,CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,USA,Seattle,Washington,Art,Newell 344,5.56,2.0,1.45
793,CA-2011-113579,13-12-2011,15-12-2011,Katherine Ducich,USA,Los Angeles,California,Paper,White GlueTop Scratch Pads,90.24,6.0,41.51
794,CA-2012-122371,26-09-2012,01-10-2012,Bryan Spruell,USA,San Diego,California,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,3.0,18.61
795,CA-2012-122371,26-09-2012,01-10-2012,Bryan Spruell,USA,San Diego,California,Envelopes,Cameo Buff Policy Envelopes,124.46,2.0,58.5
796,CA-2013-126935,20-05-2013,25-05-2013,Bill Tyler,USA,San Francisco,California,Binders,GBC Personal VeloBind Strips,9.58,1.0,3.35
797,CA-2013-149482,15-11-2013,20-11-2013,Ralph Ritter,USA,San Francisco,California,Labels,Avery 52,7.38,2.0,3.47
